dex_00001|A powerful Pokémon that can split huge boulders with ease. Dislikes associating with others and chooses to live quietly deep within the mountains, playing with the snow.|A powerful Pokémon that can split huge boulders with ease. Dislikes associating with others and chooses to live quietly deep within the mountains, playing with the snow.
dex_00002|A powerful Pokémon that can split huge boulders with ease. Dislikes associating with others and chooses to live quietly deep within the mountains, playing with the snow.|A powerful Pokémon that can split huge boulders with ease. Dislikes associating with others and chooses to live quietly deep within the mountains, playing with the snow.
dex_00003|A Pokémon that sleeps 18 hours a day. Observation revealed that it uses Teleport to change its location once every hour.|A Pokémon that sleeps 18 hours a day. Observation revealed that it uses Teleport to change its location once every hour.
dex_00004|It sharply senses even subtle changes in the sky and the land to predict natural disasters. It is a long-lived Pokémon that has a life-span of 100 years.|It sharply senses even subtle changes in the sky and the land to predict natural disasters. It is a long-lived Pokémon that has a life-span of 100 years.
dex_00005|Absrio_4 are a sign of bountiful harvests. Some farming villages organize elaborate fall festivals, hoping that Absrio_4 will come dance with them.|Absrio_4 are a sign of bountiful harvests. Some farming villages organize elaborate fall festivals, hoping that Absrio_4 will come dance with them.
dex_00006|Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane.|Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane.
dex_00007|Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.|Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.
dex_00008|Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from DNA extracted from amber. It is imagined to have been the king of the skies.|Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from DNA extracted from amber. It is imagined to have been the king of the skies.
dex_00009|Its iron horns grow longer a little at a time. They are used to determine the Aggron's age. The gouges in its armor are worn with pride as mementos from battles.|Its iron horns grow longer a little at a time. They are used to determine the Aggron's age. The gouges in its armor are worn with pride as mementos from battles.
dex_00010|Its tail ends with a dexterous, handlike appendage. However, because it uses the tail so much, Aipom's real hands have become rather clumsy.|Its tail ends with a dexterous, handlike appendage. However, because it uses the tail so much, Aipom's real hands have become rather clumsy.
dex_00011|Should it spot a lost traveler, it will cheer obnoxiously at them. Because of this habit, some believe that Aiprio_2 love seeing others suffer.|Should it spot a lost traveler, it will cheer obnoxiously at them. Because of this habit, some believe that Aiprio_2 love seeing others suffer.
dex_00012|While it has strong psychic abilities and high intelligence, an Alakazam's muscles are very weak. It uses psychic power to move its body.|While it has strong psychic abilities and high intelligence, an Alakazam's muscles are very weak. It uses psychic power to move its body.
dex_00013|When Alcremie is content, the cream it secretes from its hands becomes sweeter and richer.|When Alcremie is content, the cream it secretes from its hands becomes sweeter and richer.
dex_00014|The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.|The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.
dex_00015|It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth.|It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth.
dex_00016|This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.|This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
dex_00017|Amario_1 kick up snow and ice as they dance. Their feathers refract sunlight into beams of pink, blue, yellow and purple.|Amario_1 kick up snow and ice as they dance. Their feathers refract sunlight into beams of pink, blue, yellow and purple.
dex_00018|To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.|To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.
dex_00019|It cheers when it sees any kind of success. This can become irritating, as the cheers consist of high-pitched screeching.|It cheers when it sees any kind of success. This can become irritating, as the cheers consist of high-pitched screeching.
dex_00020|Amoonguss generally doesn’t move much. It tends to stand still near Poké Balls that have been dropped on the ground.|Amoonguss generally doesn’t move much. It tends to stand still near Poké Balls that have been dropped on the ground.
dex_00021|It gives off so much light that it can be seen even from space. People in the old days used its light to send signals back and forth with others far away.|It gives off so much light that it can be seen even from space. People in the old days used its light to send signals back and forth with others far away.
dex_00022|It imbues its fists with the power of the rage that it kept hidden in its heart. Opponents struck by these imbued fists will be shattered to their core.|It imbues its fists with the power of the rage that it kept hidden in its heart. Opponents struck by these imbued fists will be shattered to their core.
dex_00023|It was resurrected from a fossil using the power of science. It swims by undulating the eight wings at its sides. They were feet that adapted to life in the sea.|It was resurrected from a fossil using the power of science. It swims by undulating the eight wings at its sides. They were feet that adapted to life in the sea.
dex_00024|Its body is covered in sweet nectar, and the skin on its back is especially yummy. Children used to have it as a snack.|Its body is covered in sweet nectar, and the skin on its back is especially yummy. Children used to have it as a snack.
dex_00025|As soon as it’s born, it burrows into an apple. Not only does the apple serve as its food source, but the flavor of the fruit determines its evolution.|As soon as it’s born, it burrows into an apple. Not only does the apple serve as its food source, but the flavor of the fruit determines its evolution.
dex_00026|It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.|It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.
dex_00027|This Pokémon has a terrifically strong constricting power. It can even flatten steel oil drums. Once it wraps its body around its foe, escaping is impossible.|This Pokémon has a terrifically strong constricting power. It can even flatten steel oil drums. Once it wraps its body around its foe, escaping is impossible.
dex_00028|This Pokémon drives back enemies by launching its rich, aromatic oil at them with enough force to smash a boulder.|This Pokémon drives back enemies by launching its rich, aromatic oil at them with enough force to smash a boulder.
dex_00029|This fleet-footed Pokémon is said to run over 6,200 miles in a single day and night. The fire that blazes wildly within its body is its source of power.|This fleet-footed Pokémon is said to run over 6,200 miles in a single day and night. The fire that blazes wildly within its body is its source of power.
dex_00030|It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.|It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.
dex_00031|Arcrio_1 is a holy entity of passion. Its versatility allows it to perform many different dances.|Arcrio_1 is a holy entity of passion. Its versatility allows it to perform many different dances.
dex_00032|Arcrio_2 is a holy entity of courage. Its versatility allows it to perform many different dances.|Arcrio_2 is a holy entity of courage. Its versatility allows it to perform many different dances.
dex_00033|Arcrio_3 is considered a holy entity of grace. Its versatility allows it to perform many different dances.|Arcrio_3 is considered a holy entity of grace. Its versatility allows it to perform many different dances.
dex_00034|Arcrio_4 is a holy entity of tranquility. Its versatility allows it to perform many different dances.|Arcrio_4 is a holy entity of tranquility. Its versatility allows it to perform many different dances.
dex_00035|It digs holes on mountains, searching for food. It’s so durable that being caught in a cave-in won’t faze it.|It digs holes on mountains, searching for food. It’s so durable that being caught in a cave-in won’t faze it.
dex_00036|Archen is said to be the ancestor of bird Pokémon. It lived in treetops, eating berries and bug Pokémon.|Archen is said to be the ancestor of bird Pokémon. It lived in treetops, eating berries and bug Pokémon.
dex_00037|Though capable of flight, Archeops was apparently better at hunting on the ground.|Though capable of flight, Archeops was apparently better at hunting on the ground.
dex_00038|It attacks with the blade of its frozen dorsal fin by doing a front flip in the air. Arctibax’s strong back and legs allow it to pull off this technique.|It attacks with the blade of its frozen dorsal fin by doing a front flip in the air. Arctibax’s strong back and legs allow it to pull off this technique.
dex_00039|The skin on its face is impervious to attack, but breathing difficulties made this Pokémon go extinct anyway.|The skin on its face is impervious to attack, but breathing difficulties made this Pokémon go extinct anyway.
dex_00040|This Pokémon lived on prehistoric seashores and was able to preserve food with the ice on its body. It went extinct because it moved so slowly.|This Pokémon lived on prehistoric seashores and was able to preserve food with the ice on its body. It went extinct because it moved so slowly.
dex_00041|Its feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. It constricts its foe with thin and strong silk webbing.|Its feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. It constricts its foe with thin and strong silk webbing.
dex_00042|Armaldo usually lives on land. However, when it hunts for prey, it dives beneath the ocean. It swims around using its two large wings.|Armaldo usually lives on land. However, when it hunts for prey, it dives beneath the ocean. It swims around using its two large wings.
dex_00043|This Pokémon clads itself in armor that has been fortified by psychic and fire energy, and it shoots blazing fireballs.|This Pokémon clads itself in armor that has been fortified by psychic and fire energy, and it shoots blazing fireballs.
dex_00044|The scents Aromatisse can produce range from sweet smells that bolster allies to foul smells that sap an opponent’s will to fight.|The scents Aromatisse can produce range from sweet smells that bolster allies to foul smells that sap an opponent’s will to fight.
dex_00045|A Pokémon that is clad in steel armor. A new suit of armor is made when it evolves. The old, discarded armor is salvaged as metal for making iron products.|A Pokémon that is clad in steel armor. A new suit of armor is made when it evolves. The old, discarded armor is salvaged as metal for making iron products.
dex_00046|After it’s eaten its fill, its movements become extremely sluggish. That’s when Cramorant swallows it up.|After it’s eaten its fill, its movements become extremely sluggish. That’s when Cramorant swallows it up.
dex_00047|Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.|Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.
dex_00048|This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.|This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.
dex_00049|This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.|This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.
dex_00050|Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack.|Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack.
dex_00051|The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.|The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.
dex_00052|The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.|The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.
dex_00053|They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.|They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.
dex_00054|The dreaded Being of Willpower. Legends tell of this Pokémon manipulating the will of its adversaries and turning them into puppets of its own.|The dreaded Being of Willpower. Legends tell of this Pokémon manipulating the will of its adversaries and turning them into puppets of its own.
dex_00055|It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.|It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.
dex_00056|Its tail, which is packed with nutrition, is very bouncy like a rubber ball. On sunny days they gather at the edge of water and splash about for fun.|Its tail, which is packed with nutrition, is very bouncy like a rubber ball. On sunny days they gather at the edge of water and splash about for fun.
dex_00057|Although it is small, this Pokémon is very powerful because its body is a bundle of muscles. It launches head-butts with its ironlike skull.|Although it is small, this Pokémon is very powerful because its body is a bundle of muscles. It launches head-butts with its ironlike skull.
dex_00058|It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep.|It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep.
dex_00059|An abandoned plush doll became this Pokémon. They are said to live in garbage dumps and wander about in search of the children that threw them away.|An abandoned plush doll became this Pokémon. They are said to live in garbage dumps and wander about in search of the children that threw them away.
dex_00060|Having an eye on each palm allows it to keep watch in all directions. In a pinch, its limbs start to act on their own to ensure the enemy’s defeat.|Having an eye on each palm allows it to keep watch in all directions. In a pinch, its limbs start to act on their own to ensure the enemy’s defeat.
dex_00061|Makes its home in swamps with murky water. The poor visibility hides this Pokémon from predators, and the slime on its body makes grasping it difficult.|Makes its home in swamps with murky water. The poor visibility hides this Pokémon from predators, and the slime on its body makes grasping it difficult.
dex_00062|It spins its tail fins to propel itself, surging forward at speeds of over 100 knots before ramming prey and spearing into them.|It spins its tail fins to propel itself, surging forward at speeds of over 100 knots before ramming prey and spearing into them.
dex_00063|Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.|Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
dex_00064|Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities.|Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities.
dex_00065|Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.|Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
dex_00066|It launches itself into battle by flipping upside down and spewing frigid air from its mouth. It finishes opponents off with its dorsal blade.|It launches itself into battle by flipping upside down and spewing frigid air from its mouth. It finishes opponents off with its dorsal blade.
dex_00067|A Bayleef's neck is ringed by curled-up leaves. Inside each leaf is a small tree shoot. The fragrance of this shoot makes people peppy.|A Bayleef's neck is ringed by curled-up leaves. Inside each leaf is a small tree shoot. The fragrance of this shoot makes people peppy.
dex_00068|It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice.|It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice.
dex_00069|A colorful and incredibly beautiful but also greedy Pokémon. In an effort to keep its favorite food all to itself, it will chase away Combee as they try to gather nectar.|A colorful and incredibly beautiful but also greedy Pokémon. In an effort to keep its favorite food all to itself, it will chase away Combee as they try to gather nectar.
dex_00070|A Beedrill is extremely territorial. For safety reasons, no one should ever approach its nest. If angered, they will attack in a swarm.|A Beedrill is extremely territorial. For safety reasons, no one should ever approach its nest. If angered, they will attack in a swarm.
dex_00071|It does an odd dance while collecting pollen from flowerbeds. Once it has enough, it will spin and spread the pollen to other flowers.|It does an odd dance while collecting pollen from flowerbeds. Once it has enough, it will spin and spread the pollen to other flowers.
dex_00072|A skilled dancer, Beedrio_4 dances to warn off would-be intruders to their territory. Its stingers make it a difficult opponent to deal with.|A skilled dancer, Beedrio_4 dances to warn off would-be intruders to their territory. Its stingers make it a difficult opponent to deal with.
dex_00073|Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents.|Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents.
dex_00074|When Beldum gather in a swarm, they move in perfect unison as if they were but one Pokémon. They communicate with each other using brain waves.|When Beldum gather in a swarm, they move in perfect unison as if they were but one Pokémon. They communicate with each other using brain waves.
dex_00075|What appear to be eyeballs are actually organs for discharging the electricity generated by Bellibolt’s belly-button dynamo.|What appear to be eyeballs are actually organs for discharging the electricity generated by Bellibolt’s belly-button dynamo.
dex_00076|Its flower petals deepen in color through exposure to sunlight. When cloudy weather persists, it does a dance that is thought to be a ritual for summoning the sun.|Its flower petals deepen in color through exposure to sunlight. When cloudy weather persists, it does a dance that is thought to be a ritual for summoning the sun.
dex_00077|A Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, it leaks a fluid that melts even iron.|A Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, it leaks a fluid that melts even iron.
dex_00078|Lives on mountains blanketed in perennial snow. It freezes water vapor in the air to make the ice helmet that it dons for defense.|Lives on mountains blanketed in perennial snow. It freezes water vapor in the air to make the ice helmet that it dons for defense.
dex_00079|It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn't run away as fast as possible.|It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn't run away as fast as possible.
dex_00080|It makes its nest by damming streams with bark and mud. It is known as an industrious worker.|It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
dex_00081|With nerves of steel, nothing can perturb it. It is more agile and active than it appears.|With nerves of steel, nothing can perturb it. It is more agile and active than it appears.
dex_00082|If the two don’t work well together, both their offense and defense fall apart. Without good teamwork, they won’t survive.|If the two don’t work well together, both their offense and defense fall apart. Without good teamwork, they won’t survive.
dex_00083|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.
dex_00084|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.
dex_00085|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.
dex_00086|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.|Zapmolcuno is a three-way fusion between Articuno, Zapdos and Moltres that was created by Team Rocket. It is highly unstable.
dex_00087|Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.|Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
dex_00088|A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.|A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.
dex_00089|The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.|The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
dex_00090|It learns martial arts that use punches and kicks. Every several years, its old feathers burn off, and new, supple feathers grow back in their place.|It learns martial arts that use punches and kicks. Every several years, its old feathers burn off, and new, supple feathers grow back in their place.
dex_00091|Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.|Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.
dex_00092|If it senses sadness with its fluffy fur, a Blissey will rush over to the sad person, however far away, to share an egg of happiness that brings a smile to any face.|If it senses sadness with its fluffy fur, a Blissey will rush over to the sad person, however far away, to share an egg of happiness that brings a smile to any face.
dex_00093|Blisgon2 was upgraded with data collected by Pokémon Centers. Its programming allows it to care for Pokémon eggs stored in PC boxes.|Blisgon2 was upgraded with data collected by Pokémon Centers. Its programming allows it to care for Pokémon eggs stored in PC boxes.
dex_00094|Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.|Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.
dex_00095|It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.|It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.
dex_00096|It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.|It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.
dex_00097|Bombirdier uses the apron on its chest to bundle up food, which it carries back to its nest. It enjoys dropping things that make loud noises.|Bombirdier uses the apron on its chest to bundle up food, which it carries back to its nest. It enjoys dropping things that make loud noises.
dex_00098|It looks as if it is always crying. It is actually adjusting its body's fluid levels by eliminating excess.|It looks as if it is always crying. It is actually adjusting its body's fluid levels by eliminating excess.
dex_00099|These Pokémon live in herds of about 20 individuals. Bouffalant that betray the herd will lose the hair on their heads for some reason.|These Pokémon live in herds of about 20 individuals. Bouffalant that betray the herd will lose the hair on their heads for some reason.
dex_00100|When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it.|When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it.
dex_00101|When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.|When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.
dex_00102|Brambleghast wanders around arid regions. On rare occasions, mass outbreaks of these Pokémon will bury an entire town.|Brambleghast wanders around arid regions. On rare occasions, mass outbreaks of these Pokémon will bury an entire town.
dex_00103|Not even Bramblin knows where it is headed as it tumbles across the wilderness, blown by the wind. It loathes getting wet.|Not even Bramblin knows where it is headed as it tumbles across the wilderness, blown by the wind. It loathes getting wet.
dex_00104|Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface.|Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface.
dex_00105|Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface.|Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface.
dex_00106|It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests.|It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests.
dex_00107|On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them.|On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them.
dex_00108|Some believe that its bell-like cry opens holes to another world. It has been revered as a deity since ancient times.|Some believe that its bell-like cry opens holes to another world. It has been revered as a deity since ancient times.
dex_00109|Floats using a mysterious energy. The pattern engraved upon its back is held as sacred and can sometimes be found in imagery from ancient cemeteries and other such timeworn places.|Floats using a mysterious energy. The pattern engraved upon its back is held as sacred and can sometimes be found in imagery from ancient cemeteries and other such timeworn places.
dex_00110|It bears a slight resemblance to a Pokémon described in a dubious magazine as a cross between a dinosaur and a mushroom.|It bears a slight resemblance to a Pokémon described in a dubious magazine as a cross between a dinosaur and a mushroom.
dex_00111|When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.|When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.
dex_00112|Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.|Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.
